,created_at,noClean_tweet,location,verified,source,retweet_count,sentiments,word_count,text
792,2019-10-07 21:09:39,The BBC report on #Sex4Grades is harsh yet so revealing. They will go to any extent to satisfy their selfish sexual desires.,,False,Twitter for Android,0,negative,22,bbc report sex4grades harsh yet revealing go extent satisfy selfish sexual desire
796,2019-10-07 21:06:57,@vangyampo You’re are a disgrace! You deserve to be sacked. #Sex4Grades @Joy997FM @Citi973,Gh,False,Twitter for iPhone,0,neutral,13,vangyampo disgrace deserve sacked sex4grades joy997fm citi973
800,2019-10-07 21:03:34,#sex4grades hope y'all know female lecturers are also involved??,"Warri, Nigeria",False,Twitter for Android,0,neutral,9,sex4grades hope know female lecturer also involved
805,2019-10-07 20:58:29,"Who said the opposite of ""War Room"" is 
""Cold Room""
😰
#sex4grades
#Amɛɛboaa","Greater Accra, Ghana",False,Twitter for Android,1,negative,10,said opposite war room cold room sex4grades boaa
806,2019-10-07 20:57:06,"Slim girls are outmoded. 
Eat and sleep and grow fat.
Fat girls oseee yieeee

#Sex4Grades","Greater Accra, Ghana",False,Twitter for Android,0,neutral,13,slim girl outmoded eat sleep grow fat fat girl oseee yieeee sex4grades
808,2019-10-07 20:56:16,"An hour long documentary? Damn!! This is just getting started.

@BBCAfrica @kikimordi @YAFng #Sex4Grades https://t.co/uBvmqlPd5k",Nigeria,False,Twitter for Android,0,negative,14,hour long documentary damn getting started bbcafrica kikimordi yafng sex4grades
829,2019-10-07 20:49:50,"Wow!!! @kikimordi , thank you!!! 

#sex4grades","Cape Town, South Africa",False,Twitter for iPhone,0,positive,6,wow kikimordi thank sex4grades
831,2019-10-07 20:48:46,"Talk to your wives, girlfriends, daughters and even sons.

If you won’t listen to us, listen to them. #sex4grades",Ghana,True,Twitter for iPhone,59,neutral,18,talk wife girlfriend daughter even son listen u listen sex4grades
834,2019-10-07 20:47:30,"Nearly every woman has a story they’re too scared,ashamed or frustrated to talk about.

They fear your judgment,ash… https://t.co/3HRFBZZHlj",Ghana,True,Twitter for iPhone,123,negative,18,nearly every woman story scared ashamed frustrated talk fear judgment ash
835,2019-10-07 20:45:53,"@Itz_Kwakwa Have you been kissed violently before...?
Cold room experience.....
Side guy #sex4grades",Finland 🇫🇮 🇬🇭 ,False,Twitter for iPhone,0,negative,11,itz kwakwa kissed violently cold room experience side guy sex4grades
836,2019-10-07 20:45:35,"#AkureHowFar
I have good news for you. Order for any soup of your choice in Bowls and Tubs at very affordable rates… https://t.co/zl56MNVHe0",,False,Twitter for Android,7,positive,22,akurehowfar good news order soup choice bowl tub affordable rate
837,2019-10-07 20:45:02,"...nurses,doctors,civil servants,  fake pastors &amp; imams;all are involve. So far you need help from someone especial… https://t.co/UO5Em1W4mO",,False,Twitter for Android,0,negative,18,nurse doctor civil servant fake pastor amp imam involve far need help someone especial
838,2019-10-07 20:42:36,A whole Professor Gyampo Begging for just a hug from a student...Just a hug....Shambolic and barbalacious in Kumcha… https://t.co/DZbKx5S2Oe,Finland 🇫🇮 🇬🇭 ,False,Twitter for iPhone,0,positive,19,whole professor gyampo begging hug student hug shambolic barbalacious kumcha
839,2019-10-07 20:40:44,"In @KNUSTGH, some lecturers keep scores on how many students they have slept with.

If you have been a victim, it’s… https://t.co/79yAJ9KLz2","Accra, Ghana",False,Twitter for iPhone,0,positive,21,knustgh lecturer keep score many student slept victim
840,2019-10-07 20:38:45,"The part about those SHS boys killed me....first of all if he Gyampo can caution the girl about SHS guys, the it me… https://t.co/rVmf5rIzPg",Finland 🇫🇮 🇬🇭 ,False,Twitter for iPhone,0,positive,24,part shs boy killed first gyampo caution girl shs guy
842,2019-10-07 20:38:14,"I told y’all, Life is a mess and we humans are the assholes. #Sex4Grades","Ibadan, Nigeria",False,Twitter for iPhone,0,negative,14,told life mess human asshole sex4grades
843,2019-10-07 20:36:53,"Nkhani yavuta ndi #sex4grades
Ma sexually transmitted grades ku UNIMA were common place.","+0° 2′ 46.2, 179° 56′ 39.4″",False,Twitter for Android,0,positive,12,nkhani yavuta ndi sex4grades sexually transmitted grade ku unima common place
846,2019-10-07 20:26:24,#Sex4Grades expose ni fire,"Nairobi, Kenya",False,TweetDeck,0,neutral,4,sex4grades expose ni fire
851,2019-10-07 20:21:11,"Mendem be like; yo ebi like the dislikes on this video are from lecturers that has not been caught yet 😅😅
#townflex… https://t.co/5ycYnc906F",KASOA-GHANA,False,Twitter for Android,2,neutral,22,mendem like yo ebi like dislike video lecturer caught yet townflex
856,2019-10-07 20:15:05,Mendem be like; yo ebi like the dislikes on this video are from lecturers that has not been caught yet 😅😅 #townflex… https://t.co/elRCHg788y,KASOA-GHANA,False,Facebook,0,neutral,23,mendem like yo ebi like dislike video lecturer caught yet townflex
858,2019-10-07 20:11:46,"I must commend the #BBC for the awesome work on #Sex4Grades

That's how Investigative Journalism is conducted. Beyo… https://t.co/9UdBbJIc8W","Phoenix, AZ",False,Instagram,0,positive,18,must commend bbc awesome work sex4grades investigative journalism conducted beyo
859,2019-10-07 20:09:56,"Why do we make it seem as though men have no agency when it comes to sex and sexual harassment? 

I think it’s an i… https://t.co/RRk5wdcEOR","Accra,Ghana",False,Twitter for iPhone,1,positive,26,make seem though men agency come sex sexual harassment think
860,2019-10-07 19:57:07,"So are the universities gonna be shutdown, just as in the case of Mr. Kwesi Nyantakyi and the Ghana Football Associ… https://t.co/Oz3zKLoVLP",Kumasi(Ghana),False,Twitter for iPhone,0,neutral,22,university gonna shutdown case mr kwesi nyantakyi ghana football associ
866,2019-10-07 19:55:18,"When your clothes are made of cassava leaves, keeping a goat as friend is not advisable.
#Sex4Grades
#TachaRebranded","Ibadan, Nigeria",False,Twitter for Android,0,neutral,16,clothes made cassava leaf keeping goat friend advisable sex4grades tacharebranded
867,2019-10-07 19:54:09,"Such a bogus story, give it a catchy headline to sway people's minds...#Sex4Grades exposed nothing but a conversati… https://t.co/VoLbl4u0Ay",Ghana,False,Facebook,1,neutral,19,bogus story give catchy headline sway people mind sex4grades exposed nothing conversati
871,2019-10-07 19:50:51,"@AcademicChatter  #phd #phdchat #universityofghana #UNILAG what say you? #phdforum #sex4grades 

https://t.co/ogFd4ikGQ1",,False,Twitter for Android,1,neutral,12,academicchatter phd phdchat universityofghana unilag say phdforum sex4grades
873,2019-10-07 19:44:37,"Gender war in #Sex4Grades 

Not surprised.","ÜT: 7.076065901639344,6.252702",False,Twitter for Android,0,positive,6,gender war sex4grades surprised
875,2019-10-07 19:43:46,BBC... Naa. This is premature ejaculation. Doesn't prove #Sex4Grades. My opinion.,Ghana,False,Facebook,0,neutral,11,bbc naa premature ejaculation prove sex4grades opinion
880,2019-10-07 19:40:35,@AkindejiAvu and @Slimrotimi how far then dey loud Funaab for this #Sex4grades issue....,,False,Twitter for iPhone,0,positive,13,akindejiavu slimrotimi far dey loud funaab sex4grades issue
881,2019-10-07 19:39:55,"Nigeria media should bury themselves in shame, CNN exposed the Libya slave trade stuff, BBC exposed the influx of d… https://t.co/ieTg0gNsPx",lagos nigeria,False,Twitter Web App,0,neutral,21,nigeria medium bury shame cnn exposed libya slave trade stuff bbc exposed influx
882,2019-10-07 19:39:30,"Me De3 simple.....I see a beautiful lady from legon who passed tru Prof Gyampo with First class p3....

1. I will l… https://t.co/K5ExCsKFhG",Ghana ~ Wulensi,False,Twitter for Android,0,positive,22,de3 simple see beautiful lady legon passed tru prof gyampo first class p3 1 l
883,2019-10-07 19:39:22,"Dr. Boniface
Dr. Butakor
#ColdRoom

Many of them exist, even in our secondary schools. 
We must all speak with one… https://t.co/ELWExMV7rf","Gombe, Nigeria",False,Facebook,0,positive,18,dr boniface dr butakor coldroom many exist even secondary school must speak one
884,2019-10-07 19:39:06,"Saw about 20 minutes of the #Sex4grades documentary and I couldn't go on.

The intermittent tears of the ladies got… https://t.co/7zqexGVJNQ",Nigeria,False,Twitter for iPad,2,neutral,20,saw 20 minute sex4grades documentary go intermittent tear lady got
899,2019-10-07 19:34:32,If you have been sexually harassed or you no anyone who is facing this challenge. Now is the time to join @YAFng… https://t.co/VZSpYguHu2,uyo,False,Twitter for iPhone,0,positive,23,sexually harassed anyone facing challenge time join yafng
904,2019-10-07 19:30:33,#Sex4Grades: UNILAG lecturer exposed in BBC Documentary https://t.co/TSgAKljlra,"Lagos, Nigeria",False,Twitter Web App,17,neutral,8,sex4grades unilag lecturer exposed bbc documentary
907,2019-10-07 19:21:32,"According to respondents, Reporting of #Sex4Grades can be increasing by 
a. Creating counselling units
b. Ensuring… https://t.co/8nDFTwL7gm",Nigeria,False,Twitter for Android,5,neutral,16,according respondent reporting sex4grades increasing creating counselling unit b ensuring
909,2019-10-07 19:19:23,"#sex4grades
#sexforgrades https://t.co/S4unJjaU3Z",in Christ ,False,Twitter for Android,1,neutral,2,sex4grades sexforgrades
910,2019-10-07 19:15:56,"Almost half of the students respondents are not aware of any reporting channel for 
#Sex4Grades
#SexForGrades",Nigeria,False,Twitter for Android,3,positive,15,almost half student respondent aware reporting channel sex4grades sexforgrades
916,2019-10-07 19:07:15,"Top on the list of perceived fear and why students gave in to sexual Harrasment includes
a. Failure of exams
b. Oth… https://t.co/WOP8ASwQFQ",Nigeria,False,Twitter for Android,7,positive,21,top list perceived fear student gave sexual harrasment includes failure exam b oth
920,2019-10-07 19:01:08,#REPUTATION is an #INTANGIBLE ASSET. When its negatively affected can never be redeemed to its previous state. #Sex4Grades,,False,Facebook,0,negative,18,reputation intangible asset negatively affected never redeemed previous state sex4grades
924,2019-10-07 18:56:28,"Lecturers who look at a student's body and sees a lab to experiment his foul desires should be prosecuted, it can't… https://t.co/v7K2il1xB3","Uyo, Nigeria.",False,Twitter for Android,3,neutral,22,lecturer look student body see lab experiment foul desire prosecuted
925,2019-10-07 18:56:01,"The forms of sexual harassment experienced by respondents ranged from:
Physical touches, verbal harassment, coerciv… https://t.co/9O3N5og6Mh",Nigeria,False,Twitter for Android,5,positive,15,form sexual harassment experienced respondent ranged physical touch verbal harassment coerciv
926,2019-10-07 18:53:48,"People copy in the exam hall 
So if someone chooses a much more *sweeter* way 

What bi the wahala??
#sex4grades","ÜT: 9.395212,-0.830233",False,Twitter for iPhone,0,positive,19,people copy exam hall someone chooses much sweeter way bi wahala sex4grades
927,2019-10-07 18:53:25,"It has sadly become a norm in tertiary institutions, however this narrative must change. #SexForgrades #Sex4grades https://t.co/C2C8xvwNLE",uyo,False,Twitter for iPhone,0,negative,17,sadly become norm tertiary institution however narrative must change sexforgrades sex4grades
928,2019-10-07 18:52:20,"Your silence is their power
Speak up

#Sex4Grades
#SexForGrades https://t.co/qcPho4lrcA","Uyo, Nigeria.",False,Twitter for Android,1,neutral,7,silence power speak sex4grades sexforgrades
930,2019-10-07 18:48:37,"In this survey carried out by Youth Alive Foundation in June 2019, we will espouse some statistics based on respond… https://t.co/FQHwLQa89B",Nigeria,False,Twitter for Android,5,positive,21,survey carried youth alive foundation june 2019 espouse statistic based respond
931,2019-10-07 18:46:06,"As with every other profession, there are good and bad people. Once, again the corruption that has eaten deep into… https://t.co/XAmnqF5Zu0",Jos- Nigeria.,False,Twitter for Android,0,positive,21,every profession good bad people corruption eaten deep
932,2019-10-07 18:44:20,"With the recent revelation of the @BBCAfrica service on the #Sex4grades issue, it's evident that our message is bei… https://t.co/P1iPsyNqfp","Lagos, Nigeria",False,Twitter for Android,1,positive,20,recent revelation bbcafrica service sex4grades issue evident message bei
934,2019-10-07 18:41:17,"SURPRISE THAT SPECIAL ONE WITH A BRAND NEW JERSEY TODAY
DM📞Whtsapp 08084087085
#TachaRebranded #Sex4Grades #Rema tc… https://t.co/1ulY5edd8M","Lagos, Nigeria  ",False,Twitter for Android,0,positive,15,surprise special one brand new jersey today dm whtsapp 08084087085 tacharebranded sex4grades rema tc
935,2019-10-07 18:39:54,@sirnonso_ #Sex4Grades. lol,Nigeria,False,Twitter Web App,0,positive,3,sirnonso sex4grades lol
936,2019-10-07 18:38:29,#Sex4Grades is not a new phenomenon in Nig Universities; it's as old as the history of higher institutions in the c… https://t.co/rdRoid3H6J,"Lagos, Nigeria",False,Twitter for Android,0,positive,22,sex4grades new phenomenon nig university old history higher institution c
937,2019-10-07 18:35:08,"Sexual Harassment is not new to campuses,
Prior to the Nationwide survey by YAF which established a prevalence of 5… https://t.co/X7HgqGfbQT",Nigeria,False,Twitter for Android,8,positive,20,sexual harassment new campus prior nationwide survey yaf established prevalence 5
938,2019-10-07 18:34:01,"Victims have to take the bold step, evil should never have a hiding place 

#Sex4Grades
#SexForGrades https://t.co/WH17UfXzx1","Uyo, Nigeria.",False,Twitter for Android,1,negative,16,victim take bold step evil never hiding place sex4grades sexforgrades
939,2019-10-07 18:33:40,"@BBCAfrica It's a disgrace and disgusting act which we must talk about,How do we develop if people would use #Sex4Grades.","Accra, Ghana",False,Twitter Web App,0,negative,20,bbcafrica disgrace disgusting act must talk develop people would use sex4grades
940,2019-10-07 18:31:59,"We will work and make this a reality. Sexual harassment free!

#SexForGrades
#Sex4Grades https://t.co/CEbvkHOBVX","Uyo, Nigeria.",False,Twitter for Android,1,positive,12,work make reality sexual harassment free sexforgrades sex4grades
942,2019-10-07 18:29:14,Who want to be my side chick so I will also be your side guy. 😀😀😀#Sex4Grades,"Garu Natinga, Ghana",False,Twitter for Android,0,neutral,16,want side chick also side guy sex4grades
943,2019-10-07 18:28:32,"Time alone with the Lord:

Proverbs 31: 3 - Do not spend your energy on sex and your money on side chicks for they… https://t.co/TdImvN1F71",Accra,False,Facebook,0,neutral,24,time alone lord proverb 31 3 spend energy sex money side chick
952,2019-10-07 18:15:59,"@Durucece Actually, this #sex4grades affect boys too, cos these lecturers wanna prey on girl, cos of what they migh… https://t.co/JaDhH4kYlI","Benin-City, Nigeria",False,Twitter for Android,0,neutral,20,durucece actually sex4grades affect boy co lecturer wanna prey girl co migh
954,2019-10-07 18:09:31,"Most people that believe karma is a social construct are those who wants to do sth evil. 

...how ignorant.

I just… https://t.co/w53MrctoYf",Nomadic Nigerian,False,Twitter Web App,0,negative,21,people believe karma social construct want sth evil ignorant
956,2019-10-07 18:05:19,No one was sexually harrased for grades. #sex4grades thing doesn't make sense... 😏😏😏,La,False,Twitter for Android,0,positive,13,one sexually harrased grade sex4grades thing make sense
958,2019-10-07 17:48:10,You would think Ghanaian media houses will use their platforms to encourage victims to come out but they are giving… https://t.co/8HVxnYTOsv,"Accra, Ghana",False,Twitter for iPhone,3,negative,21,would think ghanaian medium house use platform encourage victim come giving
962,2019-10-07 17:34:00,"#OpenUpLegalEducation #FreeAlua
 You cannot be a leader in Africa without getting into in prison.
Kwame Nkrumah imp… https://t.co/ceKIxLLICu",UMaT/BCM_Gh/MSpe/LFC_ MGhIE,False,Twitter for Android,1,neutral,17,openuplegaleducation freealua cannot leader africa without getting prison kwame nkrumah imp
963,2019-10-07 17:27:44,My DG @Nupenchi_ I am yet to see FUT Mx female student complaining about this #Sex4grades here ooh. Or dia lecturer… https://t.co/p90hBkHEMh,"Lagos, Nigeria",False,Twitter for Android,5,neutral,22,dg nupenchi yet see fut mx female student complaining sex4grades ooh dia lecturer
965,2019-10-07 17:25:26,When we make a conscious effort to disapproved and prosecute this babric act perpetrated by randy and uncouth lectu… https://t.co/JX1ndFmKSc,Nigeria,False,Twitter for Android,1,positive,20,make conscious effort disapproved prosecute babric act perpetrated randy uncouth lectu
970,2019-10-07 17:24:11,When we make a conscious effort to disapproved and prosecute this babric act perpetrated by randy and uncouth lectu… https://t.co/VR3WAbpkGS,Nigeria,False,Twitter for Android,6,positive,20,make conscious effort disapproved prosecute babric act perpetrated randy uncouth lectu
972,2019-10-07 17:12:18,"#Tonight on TV3 @10:00pm
#Sex4Grades
#As3mYiDziKa https://t.co/UEa3dPe3kH",,False,Twitter for Android,0,neutral,5,tonight tv3 10 00pm sex4grades as3myidzika
973,2019-10-07 16:58:03,#sex4grades,Nigeria,False,Twitter Web App,0,neutral,1,sex4grades
975,2019-10-07 16:52:56,"See him ooo 
He even sat comfortably dancing his pen 
Not knowing he is up for trouble 
There is no denial in this… https://t.co/ZVhEu077SZ","Ibadan, Nigeria",False,Twitter for Android,0,positive,24,see ooo even sat comfortably dancing pen knowing trouble denial
979,2019-10-07 16:41:33,"Eih!🤔 Prof. Gyampo takes all the blame 🙄😏😥 where are the rest 🤷🤣😂😂
#GHToday 
#Sex4Grades",East Legon,False,Twitter for Android,1,neutral,14,eih prof gyampo take blame rest ghtoday sex4grades
980,2019-10-07 16:40:45,@Kayli3rin @JustinTrudeau #MeToo #SexForGrades #Sex4Grades #Trudeau #TrudeauMustGo,Global Contract Offers Welcome,False,Twitter for iPad,0,neutral,7,kayli3rin justintrudeau metoo sexforgrades sex4grades trudeau trudeaumustgo
981,2019-10-07 16:40:30,"Distraction, Trouble ...wat was he thinking... Hmmmm
#sex4Grades",,False,Twitter for Android,0,negative,7,distraction trouble wat thinking hmmmm sex4grades
982,2019-10-07 16:39:19,And let's bear in mind that these are edited videos and might not encapsulate everything that ensured between both… https://t.co/Xp8zqh4RDi,,False,Twitter for Android,0,neutral,20,let bear mind edited video might encapsulate everything ensured
986,2019-10-07 16:29:14,"It's not the wisest thing to do: @BBCAfrica  exposing #Sex4Grades.
The idle mind is actually the devil's workshop.… https://t.co/eByTvGFGgi",East Legon,False,Twitter for Android,1,neutral,19,wisest thing bbcafrica exposing sex4grades idle mind actually devil workshop
988,2019-10-07 16:23:07,@markessien Dr Boniface of Unilag #sex4grades,"Lagos, Nigeria",False,Twitter Web App,0,neutral,6,markessien dr boniface unilag sex4grades
991,2019-10-07 16:21:34,"Instead of dealing with the issue at hand, you have some people turning the conversation on its head and saying tha… https://t.co/U1MVGkjQXB","Ile-Ife, Nigeria",True,Twitter Web App,5,neutral,22,instead dealing issue hand people turning conversation head saying tha
992,2019-10-07 16:20:48,#sex4Grades is a serious menace plaguing thr length and breadth of every nigerian institutions.we neglect things to… https://t.co/TYXX86P1Fn, 🌎 ,False,Twitter for Android,0,negative,18,sex4grades serious menace plaguing thr length breadth every nigerian institution neglect thing
993,2019-10-07 16:19:59,"Sadly, its a cancarworm that has graduated into a norm in our Universities. Finally, some strong Advocacy. Kudos BBC
#Sex4grades","Lagos, Nigeria",False,Twitter for Android,0,negative,19,sadly cancarworm graduated norm university finally strong advocacy kudos bbc sex4grades
994,2019-10-07 16:18:40,So what if UG opens the floor for anyone who has been sexually harassed by Prof Gyampo to come and say it?..Are the… https://t.co/UrxZNTIuh5,Atlantis,False,Twitter for iPhone,1,positive,24,ug open floor anyone sexually harassed prof gyampo come say
995,2019-10-07 16:16:11,Haven’t seen #sex4grades. But the tweets out here really show there’s an epidemic going on. I hope relevant authori… https://t.co/a1zuedz7bp,,False,Twitter for iPad,1,positive,20,seen sex4grades tweet really show epidemic going hope relevant authori
996,2019-10-07 16:13:34,"On this #sex4grades issue, there are some lecturers who went on to marry their victims. O serious gan!",Catch me if you can!,False,Twitter for Android,0,negative,18,sex4grades issue lecturer went marry victim serious gan
997,2019-10-07 16:10:22,"Please those abuse during school dayz or presently in school now, should please be bold enough to show dia face to… https://t.co/ZYs7ZyWTQH","Lagos, Nigeria",False,Twitter for Android,0,positive,22,please abuse school dayz presently school please bold enough show dia face
1000,2019-10-07 16:07:56,"@kooSebor @djsliming 
What dey bore be the TA's too who will be chopping these girls on the low nor🤦‍♂️
#puredrive #BePure #sex4grades",Oforikrom,False,Twitter for Android,2,neutral,21,koosebor djsliming dey bore ta chopping girl low puredrive bepure sex4grades
1002,2019-10-07 16:05:50,#Sex4Grades,BB pin D88D3137,False,Twitter for Android,0,neutral,1,sex4grades
1004,2019-10-07 16:03:47,@kikimordi I'd like to talk to you about #sex4grades,"Lagos, Nigeria",False,Twitter for Android,0,neutral,9,kikimordi like talk sex4grades
1007,2019-10-07 15:59:22,"She start her series oooo... I knew this girl will join. 

#Sex4grades","Accra, Ghana ",False,Twitter for Android,0,neutral,12,start series oooo knew girl join sex4grades
1013,2019-10-07 15:50:23,"We go to school to become valuable, not to be devalued. Ladies are worst hit. Say no to #Sex4Grades","Abuja, Nigeria.",False,Twitter for Android,0,negative,19,go school become valuable devalued lady worst hit say sex4grades
1014,2019-10-07 15:49:53,#BBCAfricaEye #joysms #sex4grades #sexforgrades https://t.co/8duRzeEWkA,"Ghana, Accra Lapaz",False,Twitter for Android,1,neutral,5,bbcafricaeye joysms sex4grades sexforgrades
1017,2019-10-07 15:48:48,This is a MUST watch for all those who have been abused by Lecturers. #Sex4Grades https://t.co/n1PJsVv8Vl,"Dubai, United Arab Emirates",False,Facebook,0,neutral,16,must watch abused lecturer sex4grades
1018,2019-10-07 15:47:30,Prof. Gyampo has now turn into a serial caller jumping from radio station to radio station explaining himself....So… https://t.co/tzPCIUljDc,Finland 🇫🇮 🇬🇭 ,False,Twitter for iPhone,0,neutral,19,prof gyampo turn serial caller jumping radio station radio station explaining
1020,2019-10-07 15:44:47,"@Chubiei @Energizer56 The girl suffers the most, cos the guy would definitely leave her be cos he doesn't want to b… https://t.co/13N8Kifg7Z","Abuja, Nigeria",False,Twitter for Android,0,negative,22,chubiei energizer56 girl suffers co guy would definitely leave co want b
1023,2019-10-07 15:40:58,"The Power of Social Media #sex4grades

Kudos to the church for speaking up and not covering it up 

@FoursquareNigr https://t.co/mZHQuUoJKP",Lagos,False,Twitter for iPhone,0,positive,19,power social medium sex4grades kudos church speaking covering foursquarenigr
1024,2019-10-07 15:38:56,"In a recent case of attempted rape, it will interest you to know that the @UnivofGh didn’t take action until they w… https://t.co/iM4ZIgFPwI","Accra, Ghana",False,Twitter for iPhone,12,positive,23,recent case attempted rape interest know univofgh take action w
1025,2019-10-07 15:36:26,"Even if women offer lecturers sex to pass their grades, the lecturers are dead wrong for accepting such sexual adva… https://t.co/hbAh7rYJqd",Earth. (info@tracescorch.com),False,Twitter for Android,4,negative,21,even woman offer lecturer sex pas grade lecturer dead wrong accepting sexual adva
1026,2019-10-07 15:35:32,#Sex4grades https://t.co/ipUZwGqE3e,Earth. (info@tracescorch.com),False,Twitter for Android,0,neutral,2,sex4grades
1027,2019-10-07 15:35:07,"#Sex4grades 
It's official don jazzy is a moron.

The fool typed rubbish and said the don have spoken, no! A Big Fo… https://t.co/zw068Btged",Earth. (info@tracescorch.com),False,Twitter for Android,0,negative,22,sex4grades official jazzy moron fool typed rubbish said spoken big fo
1029,2019-10-07 15:34:20,"The aerial view for Unilag though!! 🤣🤣😂😂😂 

#Sex4Grades #Unilag #Legon #UG","Accra, Ghana ",False,Twitter for Android,0,neutral,11,aerial view unilag though sex4grades unilag legon ug
1030,2019-10-07 15:33:42,I totally condemn #Sex4Grades. It is  inhuman. Our lecturers are to act in loco parentis. We should discourage medi… https://t.co/zcg6UdcHK3,"Abuja, Nigeria.",False,Twitter for Android,0,neutral,21,totally condemn sex4grades inhuman lecturer act loco parentis discourage medi
1031,2019-10-07 15:33:06,"#Sex4Grades, happens in Universities where students are docile and lacks knowledge of why they are in school.… https://t.co/T0bLjDgbZE",Port harcourt,False,Twitter for Android,0,neutral,18,sex4grades happens university student docile lack knowledge school
1032,2019-10-07 15:32:47,"That Don Jazzy guy is just a dummy, a moron.

Even if women offer lecturers sex to pass their grades, the lecturers… https://t.co/Qu6Z9D8x22",Earth. (info@tracescorch.com),False,Twitter for Android,1,negative,22,jazzy guy dummy moron even woman offer lecturer sex pas grade lecturer
1037,2019-10-07 15:21:10,#Sex4grades 'we have rice in Kano',,False,Twitter Web App,0,neutral,6,sex4grades rice kano
1038,2019-10-07 15:18:26,"@Akua_Nana_ @Akua_Nana_ You meant no lecturer threatened you.
You offered yourself, as matter of fact, you harassed… https://t.co/ORew1PxVCs",,False,Twitter for Android,0,neutral,17,akua nana akua nana meant lecturer threatened offered matter fact harassed
1043,2019-10-07 15:06:58,"#NigerianHoney 
#NigeriaBrand 
#HoneyBenefits 
#Honeyuses 
#NutritionalFacts 
#owambes 
#karenthebrand #bbnaija2019… https://t.co/klyNh8QMrd",,False,Twitter for Android,0,neutral,9,nigerianhoney nigeriabrand honeybenefits honeyuses nutritionalfacts owambes karenthebrand bbnaija2019
1045,2019-10-07 15:04:35,We will soon tell you about how respected individuals and legal luminaries in University of Ghana are shielding the… https://t.co/cVxPfwJkIx,"Accra, Ghana",False,Twitter for iPhone,9,positive,20,soon tell respected individual legal luminary university ghana shielding
1046,2019-10-07 15:02:31,The idea of #sex4grades has been around for as long as the uni itself. Male students are equally caught up in the w… https://t.co/N1jRc44O4x," Nigeria, 7Div Nigerian Army.",False,Twitter for Android,0,negative,24,idea sex4grades around long uni male student equally caught w
1050,2019-10-07 14:59:37,Prof. Gyampo weeps in class today after #sexforgrades outing #BBCAfricaEye #sex4grades https://t.co/4jSh9Ih8KJ,"Accra, Ghana",False,Twitter for Android,2,neutral,12,prof gyampo weeps class today sexforgrades outing bbcafricaeye sex4grades
1052,2019-10-07 14:58:52,"It’s very typical of sex offenders to resort to courting sympathy for themselves when caught in misconduct.

Gyampo… https://t.co/NIdS4pyFUy","Accra, Ghana",False,Twitter for iPhone,4,negative,18,typical sex offender resort courting sympathy caught misconduct gyampo
1058,2019-10-07 14:56:59,"Y’all remember when @sarkodie said this?  Lecturer y33 edwuma naa waakatuoa enshy3 nkorlaa ayasiii 
#sex4grades… https://t.co/7sdFiWDMtd","Tema, Ghana",False,Twitter for iPhone,0,neutral,17,remember sarkodie said lecturer y33 edwuma naa waakatuoa enshy3 nkorlaa ayasiii sex4grades
1063,2019-10-07 14:43:17,"Let's not pretend that the University of Ghana doesn't shield lecturers who are sex offenders.
Numerous reported ca… https://t.co/jvhnRCuQyJ","Accra, Ghana",False,Twitter for iPhone,8,neutral,18,let pretend university ghana shield lecturer sex offender numerous reported ca
1064,2019-10-07 14:42:11,People no dey fear God again oh #BBCAfricaEye #sex4grades https://t.co/vwns8G0wlJ,"Port Harcourt, Nigeria",False,Twitter for Android,0,neutral,10,people dey fear god oh bbcafricaeye sex4grades
1065,2019-10-07 14:39:14,"@BBCAfrica Send undercover agent to Federal Polytechnic Ede, Osun state. Many scapegoats are there waiting for you. #sex4grades",,False,Twitter for Android,0,positive,18,bbcafrica send undercover agent federal polytechnic ede osun state many scapegoat waiting sex4grades
1067,2019-10-07 14:39:02,"Its a gud thing dat the lecturer was exposed.
So,ladies who gladly agree to #sex4grades can see the harm they too c… https://t.co/KhAqN6UwnS","Ibadan, Nigeria",False,Twitter for Android,0,positive,22,gud thing dat lecturer exposed lady gladly agree sex4grades see harm c
1068,2019-10-07 14:37:25,What about lecturers who chop the gals but dont give them the grades??#sex4grades,Accra GH,False,Twitter for Android,0,neutral,13,lecturer chop gal dont give grade sex4grades
1073,2019-10-07 14:30:31,"There is a leader of #sexforgrades at uniport in Social science department I wonder why he wasn't captured, even th… https://t.co/jtw3LUvklw",HOME...,False,Twitter for Android,3,positive,21,leader sexforgrades uniport social science department wonder captured even th
1077,2019-10-07 14:24:53,"It disgusts me when female students get harassed. Polytechnic Ibadan, Eruwa polytechnic, asiri yin maatu... LAUTECH… https://t.co/igvhoama0W",Africa ,False,Twitter for Android,2,neutral,17,disgust female student get harassed polytechnic ibadan eruwa polytechnic asiri yin maatu lautech
1078,2019-10-07 14:24:29,#Sex4Grades underscores yet again the harrowing experiences that  women go through in their quest to chisel the con… https://t.co/He8Jw99ZOO,Nigeria,False,Twitter for Android,0,neutral,20,sex4grades underscore yet harrowing experience woman go quest chisel con
1079,2019-10-07 14:22:25,"Say No to
#Sex4Grades","Kano, Nigeria",False,Twitter for Android,0,neutral,3,say sex4grades
1082,2019-10-07 14:16:10,"@SEzekwesili
#WhatIf #Sex4Grades

https://t.co/5YNa4EY41c",lagos,False,Twitter for Android,0,neutral,2,sezekwesili whatif sex4grades
